className_funcName,doc
CalPlanTeamController_remove,"/**
     * 删除计划班组
     */"
CalPlanController_list,"/**
     * 查询排班计划列表
     */"
CalPlanController_export,"/**
     * 导出排班计划列表
     */"
CalPlanController_getInfo,"/**
     * 获取排班计划详细信息
     */"
CalPlanController_add,"/**
     * 新增排班计划
     */"
CalPlanController_edit,"/**
     * 修改排班计划
     */"
CalPlanController_remove,"/**
     * 删除排班计划
     */"
CalendarUtil_getDateTimeStr,"/**
     * 时间戳转换为日期时间字符串
     *
     * @param timestamp 时间戳
     * @param pattern   日期格式 例如DATETIME_PATTERN
     * @return String 日期时间字符串，例如 2015-08-11 09:51:53
     */"
CalendarUtil_getDateStr,"/**
     * 获取指定日期字符串.
     *
     * @return String 日期字符串，例如2015-08-11
     */"
CalendarUtil_getTimeStr,"/**
     * 获取当前时间字符串.
     *
     * @return String 时间字符串，例如 09:51:53
     */"
CalendarUtil_getYearStr,"/**
     * 获取当前年份字符串.
     *
     * @return String 当前年份字符串，例如 2015
     */"
CalendarUtil_getMonthStr,"/**
     * 获取当前月份字符串.
     *
     * @return String 当前月份字符串，例如 08
     */"
CalendarUtil_getDayStr,"/**
     * 获取当前天数字符串.
     *
     * @return String 当前天数字符串，例如 11
     */"
CalendarUtil_getDayOfWeekStr,"/**
     * 获取指定日期是星期几
     *
     * @param date 日期
     * @return String 星期几
     */"
CalendarUtil_format,"/**
     * 获取日期时间字符串
     *
     * @param date   需要转化的日期时间
     * @param pattern 时间格式
     * @return String 日期时间字符串，例如 2015-08-11 09:51:53
     */"
CalendarUtil_addYears,"/**
     * 获取指定日期num年数之后的日期.
     *
     * @param num 间隔年数(负数表示之前)
     * @return Date 日期
     */"
CalendarUtil_addMonths,"/**
     * 获取指定日期num月数之后的日期.
     *
     * @param num 间隔月数(负数表示之前)
     * @return Date 日期
     */"
CalendarUtil_addWeeks,"/**
     * 获取指定日期num周数之后的日期.
     *
     * @param date 日期
     * @param num 周数(负数表示之前)
     * @return Date 新的日期
     */"
CalendarUtil_addDays,"/**
     * 获取指定日期num天数之后的日期.
     *
     * @param date 日期
     * @param num 天数(负数表示之前)
     * @return Date 新的日期
     */"
CalendarUtil_addHours,"/**
     * 获取指定日期num小时之后的日期.
     *
     * @param date 日期
     * @param num 小时数(负数表示之前)
     * @return Date 新的日期
     */"
CalendarUtil_addMinutes,"/**
     * 获取指定日期num分钟之后的日期.
     *
     * @param date 日期
     * @param num 分钟数(负数表示之前)
     * @return Date 新的日期
     */"
CalendarUtil_addSeconds,"/**
     * 获取指定日期num秒钟之后的日期.
     *
     * @param date 日期
     * @param num 秒钟数(负数表示之前)
     * @return Date 新的日期
     */"
CalendarUtil_add,"/**
     * 获取当前日期指定数量日期时间单位之后的日期.
     *
     * @param date 日期
     * @param num 数量
     * @param unit 日期时间单位
     * @return Date 新的日期
     */"
CalendarUtil_getStartDayOfWeek,"/**
     * 获取本周的第一天，一个星期的第一天是星期一，最后一天是星期天
     *
     * @return Calendar 日历
     */"
CalendarUtil_getEndDayOfWeek,"/**
     * 获取本周的最后一天，一个星期的第一天是星期一，最后一天是星期天
     *
     * @return Calendar 日历
     */"
CalendarUtil_getWeekStartTimeStr,"/**
     * 获取指定日期当周第一天的日期字符串
     *
     * @param date 指定日期
     * @return String 格式：yyyy-MM-dd
     */"
CalendarUtil_getWeekEndTimeStr,"/**
     * 获取本周最后一天的日期字符串
     *
     * @return String 格式：yyyy-MM-dd
     */"
CalendarUtil_getMonthStart,"/**
     * 获取指定日期所在月份的开始日期
     * @param date
     * @return
     */"
CalendarUtil_getMonthEnd,"/**
     * 获取指定日期所在月份的最后一天
     * @param date
     * @return
     */"
CalendarUtil_getMonthStartStr,"/**
     * 获取指定日期对应月份第一天
     * @param date
     * @return
     */"
CalendarUtil_getMonthEndStr,"/**
     * 获取指定日期对应月份最后一天
     * @param date
     * @return
     */"
CalendarUtil_getQuarterStartStr,"/**
     * 获取指定日期对应季度的第一天
     * @param theDay
     * @return
     */"
CalendarUtil_getQuarterEandStr,"/**
     * 获取指定日期对应季度的最后一天
     * @param theDay
     * @return
     */"
CalendarUtil_getDateDiff,"/**
     * 计算两个日期之间的天数差值
     * @param start
     * @param end
     * @return
     */"
CalendarUtil_getDays,"/**
     * 获取指定月份的所有日期
     * @param d
     * @return
     */"
CalendarUtil_getDateStrList,"/**
     * 获取指定日期前后N天的所有日期
     * @param date
     * @param num
     * @param pattern
     * @return
     */"
TmToolTypeServiceImpl_selectTmToolTypeByToolTypeId,"/**
     * 查询工装夹具类型
     * 
     * @param toolTypeId 工装夹具类型主键
     * @return 工装夹具类型
     */"
TmToolTypeServiceImpl_selectTmToolTypeList,"/**
     * 查询工装夹具类型列表
     * 
     * @param tmToolType 工装夹具类型
     * @return 工装夹具类型
     */"
TmToolTypeServiceImpl_insertTmToolType,"/**
     * 新增工装夹具类型
     * 
     * @param tmToolType 工装夹具类型
     * @return 结果
     */"
TmToolTypeServiceImpl_updateTmToolType,"/**
     * 修改工装夹具类型
     * 
     * @param tmToolType 工装夹具类型
     * @return 结果
     */"
TmToolTypeServiceImpl_deleteTmToolTypeByToolTypeIds,"/**
     * 批量删除工装夹具类型
     * 
     * @param toolTypeIds 需要删除的工装夹具类型主键
     * @return 结果
     */"
TmToolTypeServiceImpl_deleteTmToolTypeByToolTypeId,"/**
     * 删除工装夹具类型信息
     * 
     * @param toolTypeId 工装夹具类型主键
     * @return 结果
     */"
TmToolServiceImpl_selectTmToolByToolId,"/**
     * 查询工装夹具清单
     * 
     * @param toolId 工装夹具清单主键
     * @return 工装夹具清单
     */"
TmToolServiceImpl_selectTmToolList,"/**
     * 查询工装夹具清单列表
     * 
     * @param tmTool 工装夹具清单
     * @return 工装夹具清单
     */"
TmToolServiceImpl_insertTmTool,"/**
     * 新增工装夹具清单
     * 
     * @param tmTool 工装夹具清单
     * @return 结果
     */"
TmToolServiceImpl_updateTmTool,"/**
     * 修改工装夹具清单
     * 
     * @param tmTool 工装夹具清单
     * @return 结果
     */"
TmToolServiceImpl_deleteTmToolByToolIds,"/**
     * 批量删除工装夹具清单
     * 
     * @param toolIds 需要删除的工装夹具清单主键
     * @return 结果
     */"
TmToolServiceImpl_deleteTmToolByToolId,"/**
     * 删除工装夹具清单信息
     * 
     * @param toolId 工装夹具清单主键
     * @return 结果
     */"
TmToolTypeController_list,"/**
     * 查询工装夹具类型列表
     */"
TmToolTypeController_export,"/**
     * 导出工装夹具类型列表
     */"
TmToolTypeController_getInfo,"/**
     * 获取工装夹具类型详细信息
     */"
TmToolTypeController_add,"/**
     * 新增工装夹具类型
     */"
TmToolTypeController_edit,"/**
     * 修改工装夹具类型
     */"
TmToolTypeController_remove,"/**
     * 删除工装夹具类型
     */"
TmToolController_list,"/**
     * 查询工装夹具清单列表
     */"
TmToolController_export,"/**
     * 导出工装夹具清单列表
     */"
TmToolController_getInfo,"/**
     * 获取工装夹具清单详细信息
     */"
TmToolController_add,"/**
     * 新增工装夹具清单
     */"
TmToolController_edit,"/**
     * 修改工装夹具清单
     */"
TmToolController_remove,"/**
     * 删除工装夹具清单
     */"
StorageCoreServiceImpl_processItemRecpt,"/**
     * 采购入库
     * @param lines
     */"
StorageCoreServiceImpl_processRtVendor,"/**
     * 供应商退货
     * @param lines
     */"
StorageCoreServiceImpl_processIssue,"/**
     * 生产领料
     * @param lines
     */"
StorageCoreServiceImpl_processRtIssue,"/**
     * 生产退料
     * @param lines
     */"
StorageCoreServiceImpl_processItemConsume,"/**
     * 库存消耗
     *
     */"
StorageCoreServiceImpl_processProductProduce,"/**
     * 产品产出
     *
     */"
StorageCoreServiceImpl_processProductRecpt,"/**
     * 产品入库
     * @param lines
     */"
StorageCoreServiceImpl_processProductSalse,"/**
     * 销售出库
     * @param lines
     */"
WmRtVendorServiceImpl_selectWmRtVendorByRtId,"/**
     * 查询供应商退货
     * 
     * @param rtId 供应商退货主键
     * @return 供应商退货
     */"
WmRtVendorServiceImpl_selectWmRtVendorList,"/**
     * 查询供应商退货列表
     * 
     * @param wmRtVendor 供应商退货
     * @return 供应商退货
     */"
WmRtVendorServiceImpl_insertWmRtVendor,"/**
     * 新增供应商退货
     * 
     * @param wmRtVendor 供应商退货
     * @return 结果
     */"
WmRtVendorServiceImpl_updateWmRtVendor,"/**
     * 修改供应商退货
     * 
     * @param wmRtVendor 供应商退货
     * @return 结果
     */"
WmRtVendorServiceImpl_deleteWmRtVendorByRtIds,"/**
     * 批量删除供应商退货
     * 
     * @param rtIds 需要删除的供应商退货主键
     * @return 结果
     */"
WmRtVendorServiceImpl_deleteWmRtVendorByRtId,"/**
     * 删除供应商退货信息
     * 
     * @param rtId 供应商退货主键
     * @return 结果
     */"
WmRtIssueServiceImpl_selectWmRtIssueByRtId,"/**
     * 查询生产退料单头
     * 
     * @param rtId 生产退料单头主键
     * @return 生产退料单头
     */"
WmRtIssueServiceImpl_selectWmRtIssueList,"/**
     * 查询生产退料单头列表
     * 
     * @param wmRtIssue 生产退料单头
     * @return 生产退料单头
     */"
WmRtIssueServiceImpl_insertWmRtIssue,"/**
     * 新增生产退料单头
     * 
     * @param wmRtIssue 生产退料单头
     * @return 结果
     */"
WmRtIssueServiceImpl_updateWmRtIssue,"/**
     * 修改生产退料单头
     * 
     * @param wmRtIssue 生产退料单头
     * @return 结果
     */"
WmRtIssueServiceImpl_deleteWmRtIssueByRtIds,"/**
     * 批量删除生产退料单头
     * 
     * @param rtIds 需要删除的生产退料单头主键
     * @return 结果
     */"
WmRtIssueServiceImpl_deleteWmRtIssueByRtId,"/**
     * 删除生产退料单头信息
     * 
     * @param rtId 生产退料单头主键
     * @return 结果
     */"
WmMaterialStockServiceImpl_selectWmMaterialStockByMaterialStockId,"/**
     * 查询库存记录
     * 
     * @param materialStockId 库存记录主键
     * @return 库存记录
     */"
WmMaterialStockServiceImpl_selectWmMaterialStockList,"/**
     * 查询库存记录列表
     * 
     * @param wmMaterialStock 库存记录
     * @return 库存记录
     */"
WmMaterialStockServiceImpl_insertWmMaterialStock,"/**
     * 新增库存记录
     * 
     * @param wmMaterialStock 库存记录
     * @return 结果
     */"
WmMaterialStockServiceImpl_updateWmMaterialStock,"/**
     * 修改库存记录
     * 
     * @param wmMaterialStock 库存记录
     * @return 结果
     */"
WmMaterialStockServiceImpl_deleteWmMaterialStockByMaterialStockIds,"/**
     * 批量删除库存记录
     * 
     * @param materialStockIds 需要删除的库存记录主键
     * @return 结果
     */"
WmMaterialStockServiceImpl_deleteWmMaterialStockByMaterialStockId,"/**
     * 删除库存记录信息
     * 
     * @param materialStockId 库存记录主键
     * @return 结果
     */"
WmRtSalseLineServiceImpl_selectWmRtSalseLineByLineId,"/**
     * 查询产品销售退货行
     * 
     * @param lineId 产品销售退货行主键
     * @return 产品销售退货行
     */"
WmRtSalseLineServiceImpl_selectWmRtSalseLineList,"/**
     * 查询产品销售退货行列表
     * 
     * @param wmRtSalseLine 产品销售退货行
     * @return 产品销售退货行
     */"
WmRtSalseLineServiceImpl_insertWmRtSalseLine,"/**
     * 新增产品销售退货行
     * 
     * @param wmRtSalseLine 产品销售退货行
     * @return 结果
     */"
WmRtSalseLineServiceImpl_updateWmRtSalseLine,"/**
     * 修改产品销售退货行
     * 
     * @param wmRtSalseLine 产品销售退货行
     * @return 结果
     */"
WmRtSalseLineServiceImpl_deleteWmRtSalseLineByLineIds,"/**
     * 批量删除产品销售退货行
     * 
     * @param lineIds 需要删除的产品销售退货行主键
     * @return 结果
     */"
WmRtSalseLineServiceImpl_deleteWmRtSalseLineByLineId,"/**
     * 删除产品销售退货行信息
     * 
     * @param lineId 产品销售退货行主键
     * @return 结果
     */"
WmPackageServiceImpl_selectWmPackageByPackageId,"/**
     * 查询装箱单
     * 
     * @param packageId 装箱单主键
     * @return 装箱单
     */"
WmPackageServiceImpl_selectWmPackageList,"/**
     * 查询装箱单列表
     * 
     * @param wmPackage 装箱单
     * @return 装箱单
     */"
WmPackageServiceImpl_insertWmPackage,"/**
     * 新增装箱单
     * 
     * @param wmPackage 装箱单
     * @return 结果
     */"
WmPackageServiceImpl_updateWmPackage,"/**
     * 修改装箱单
     * 
     * @param wmPackage 装箱单
     * @return 结果
     */"
WmPackageServiceImpl_deleteWmPackageByPackageIds,"/**
     * 批量删除装箱单
     * 
     * @param packageIds 需要删除的装箱单主键
     * @return 结果
     */"
WmPackageServiceImpl_deleteWmPackageByPackageId,"/**
     * 删除装箱单信息
     * 
     * @param packageId 装箱单主键
     * @return 结果
     */"
WmPackageLineServiceImpl_selectWmPackageLineByLineId,"/**
     * 查询装箱明细
     * 
     * @param lineId 装箱明细主键
     * @return 装箱明细
     */"
WmPackageLineServiceImpl_selectWmPackageLineList,"/**
     * 查询装箱明细列表
     * 
     * @param wmPackageLine 装箱明细
     * @return 装箱明细
     */"
WmPackageLineServiceImpl_insertWmPackageLine,"/**
     * 新增装箱明细
     * 
     * @param wmPackageLine 装箱明细
     * @return 结果
     */"
WmPackageLineServiceImpl_updateWmPackageLine,"/**
     * 修改装箱明细
     * 
     * @param wmPackageLine 装箱明细
     * @return 结果
     */"
WmPackageLineServiceImpl_deleteWmPackageLineByLineIds,"/**
     * 批量删除装箱明细
     * 
     * @param lineIds 需要删除的装箱明细主键
     * @return 结果
     */"
WmPackageLineServiceImpl_deleteWmPackageLineByLineId,"/**
     * 删除装箱明细信息
     * 
     * @param lineId 装箱明细主键
     * @return 结果
     */"
WmItemRecptServiceImpl_selectWmItemRecptByRecptId,"/**
     * 查询物料入库单
     * 
     * @param recptId 物料入库单主键
     * @return 物料入库单
     */"
WmItemRecptServiceImpl_selectWmItemRecptList,"/**
     * 查询物料入库单列表
     * 
     * @param wmItemRecpt 物料入库单
     * @return 物料入库单
     */"
WmItemRecptServiceImpl_insertWmItemRecpt,"/**
     * 新增物料入库单
     * 
     * @param wmItemRecpt 物料入库单
     * @return 结果
     */"
WmItemRecptServiceImpl_updateWmItemRecpt,"/**
     * 修改物料入库单
     * 
     * @param wmItemRecpt 物料入库单
     * @return 结果
     */"
WmItemRecptServiceImpl_deleteWmItemRecptByRecptIds,"/**
     * 批量删除物料入库单
     * 
     * @param recptIds 需要删除的物料入库单主键
     * @return 结果
     */"
WmItemRecptServiceImpl_deleteWmItemRecptByRecptId,"/**
     * 删除物料入库单信息
     * 
     * @param recptId 物料入库单主键
     * @return 结果
     */"
WmBarcodeServiceImpl_selectWmBarcodeByBarcodeId,"/**
     * 查询条码清单
     * 
     * @param barcodeId 条码清单主键
     * @return 条码清单
     */"
WmBarcodeServiceImpl_selectWmBarcodeList,"/**
     * 查询条码清单列表
     * 
     * @param wmBarcode 条码清单
     * @return 条码清单
     */"
WmBarcodeServiceImpl_insertWmBarcode,"/**
     * 新增条码清单
     * 
     * @param wmBarcode 条码清单
     * @return 结果
     */"
WmBarcodeServiceImpl_updateWmBarcode,"/**
     * 修改条码清单
     * 
     * @param wmBarcode 条码清单
     * @return 结果
     */"
WmBarcodeServiceImpl_deleteWmBarcodeByBarcodeIds,"/**
     * 批量删除条码清单
     * 
     * @param barcodeIds 需要删除的条码清单主键
     * @return 结果
     */"
WmBarcodeServiceImpl_deleteWmBarcodeByBarcodeId,"/**
     * 删除条码清单信息
     * 
     * @param barcodeId 条码清单主键
     * @return 结果
     */"
WmProductSalseLineServiceImpl_selectWmProductSalseLineByLineId,"/**
     * 查询产品销售出库行
     * 
     * @param lineId 产品销售出库行主键
     * @return 产品销售出库行
     */"
WmProductSalseLineServiceImpl_selectWmProductSalseLineList,"/**
     * 查询产品销售出库行列表
     * 
     * @param wmProductSalseLine 产品销售出库行
     * @return 产品销售出库行
     */"
WmProductSalseLineServiceImpl_insertWmProductSalseLine,"/**
     * 新增产品销售出库行
     * 
     * @param wmProductSalseLine 产品销售出库行
     * @return 结果
     */"
WmProductSalseLineServiceImpl_updateWmProductSalseLine,"/**
     * 修改产品销售出库行
     * 
     * @param wmProductSalseLine 产品销售出库行
     * @return 结果
     */"
WmProductSalseLineServiceImpl_deleteWmProductSalseLineByLineIds,"/**
     * 批量删除产品销售出库行
     * 
     * @param lineIds 需要删除的产品销售出库行主键
     * @return 结果
     */"
WmProductSalseLineServiceImpl_deleteWmProductSalseLineByLineId,"/**
     * 删除产品销售出库行信息
     * 
     * @param lineId 产品销售出库行主键
     * @return 结果
     */"
WmBarcodeConfigServiceImpl_selectWmBarcodeConfigByConfigId,"/**
     * 查询条码配置
     * 
     * @param configId 条码配置主键
     * @return 条码配置
     */"
WmBarcodeConfigServiceImpl_selectWmBarcodeConfigList,"/**
     * 查询条码配置列表
     * 
     * @param wmBarcodeConfig 条码配置
     * @return 条码配置
     */"
WmBarcodeConfigServiceImpl_insertWmBarcodeConfig,"/**
     * 新增条码配置
     * 
     * @param wmBarcodeConfig 条码配置
     * @return 结果
     */"
WmBarcodeConfigServiceImpl_updateWmBarcodeConfig,"/**
     * 修改条码配置
     * 
     * @param wmBarcodeConfig 条码配置
     * @return 结果
     */"
WmBarcodeConfigServiceImpl_deleteWmBarcodeConfigByConfigIds,"/**
     * 批量删除条码配置
     * 
     * @param configIds 需要删除的条码配置主键
     * @return 结果
     */"
WmBarcodeConfigServiceImpl_deleteWmBarcodeConfigByConfigId,"/**
     * 删除条码配置信息
     * 
     * @param configId 条码配置主键
     * @return 结果
     */"
WmBarcodeConfigServiceImpl_isAutoGen,"/**
     * 判断某种类型的业务是否需要自动生成赋码
     * @param barcodeType
     * @return
     */"
WmWarehouseServiceImpl_selectWmWarehouseByWarehouseId,"/**
     * 查询仓库设置
     * 
     * @param warehouseId 仓库设置主键
     * @return 仓库设置
     */"
WmWarehouseServiceImpl_selectWmWarehouseList,"/**
     * 查询仓库设置列表
     * 
     * @param wmWarehouse 仓库设置
     * @return 仓库设置
     */"
WmWarehouseServiceImpl_insertWmWarehouse,"/**
     * 新增仓库设置
     * 
     * @param wmWarehouse 仓库设置
     * @return 结果
     */"
WmWarehouseServiceImpl_updateWmWarehouse,"/**
     * 修改仓库设置
     * 
     * @param wmWarehouse 仓库设置
     * @return 结果
     */"
WmWarehouseServiceImpl_deleteWmWarehouseByWarehouseIds,"/**
     * 批量删除仓库设置
     * 
     * @param warehouseIds 需要删除的仓库设置主键
     * @return 结果
     */"
WmWarehouseServiceImpl_deleteWmWarehouseByWarehouseId,"/**
     * 删除仓库设置信息
     * 
     * @param warehouseId 仓库设置主键
     * @return 结果
     */"
WmRtSalseServiceImpl_selectWmRtSalseByRtId,"/**
     * 查询产品销售退货单
     * 
     * @param rtId 产品销售退货单主键
     * @return 产品销售退货单
     */"
WmRtSalseServiceImpl_selectWmRtSalseList,"/**
     * 查询产品销售退货单列表
     * 
     * @param wmRtSalse 产品销售退货单
     * @return 产品销售退货单
     */"
WmRtSalseServiceImpl_insertWmRtSalse,"/**
     * 新增产品销售退货单
     * 
     * @param wmRtSalse 产品销售退货单
     * @return 结果
     */"
WmRtSalseServiceImpl_updateWmRtSalse,"/**
     * 修改产品销售退货单
     * 
     * @param wmRtSalse 产品销售退货单
     * @return 结果
     */"
WmRtSalseServiceImpl_deleteWmRtSalseByRtIds,"/**
     * 批量删除产品销售退货单
     * 
     * @param rtIds 需要删除的产品销售退货单主键
     * @return 结果
     */"
WmRtSalseServiceImpl_deleteWmRtSalseByRtId,"/**
     * 删除产品销售退货单信息
     * 
     * @param rtId 产品销售退货单主键
     * @return 结果
     */"
WmProductProduceLineServiceImpl_selectWmProductProduceLineByLineId,"/**
     * 查询产品产出记录行
     * 
     * @param lineId 产品产出记录行主键
     * @return 产品产出记录行
     */"
WmProductProduceLineServiceImpl_selectWmProductProduceLineList,"/**
     * 查询产品产出记录行列表
     * 
     * @param wmProductProduceLine 产品产出记录行
     * @return 产品产出记录行
     */"
WmProductProduceLineServiceImpl_insertWmProductProduceLine,"/**
     * 新增产品产出记录行
     * 
     * @param wmProductProduceLine 产品产出记录行
     * @return 结果
     */"
WmProductProduceLineServiceImpl_updateWmProductProduceLine,"/**
     * 修改产品产出记录行
     * 
     * @param wmProductProduceLine 产品产出记录行
     * @return 结果
     */"
WmProductProduceLineServiceImpl_deleteWmProductProduceLineByLineIds,"/**
     * 批量删除产品产出记录行
     * 
     * @param lineIds 需要删除的产品产出记录行主键
     * @return 结果
     */"
WmProductProduceLineServiceImpl_deleteWmProductProduceLineByLineId,"/**
     * 删除产品产出记录行信息
     * 
     * @param lineId 产品产出记录行主键
     * @return 结果
     */"
WmItemRecptLineServiceImpl_selectWmItemRecptLineByLineId,"/**
     * 查询物料入库单行
     * 
     * @param lineId 物料入库单行主键
     * @return 物料入库单行
     */"
WmItemRecptLineServiceImpl_selectWmItemRecptLineList,"/**
     * 查询物料入库单行列表
     * 
     * @param wmItemRecptLine 物料入库单行
     * @return 物料入库单行
     */"
WmItemRecptLineServiceImpl_insertWmItemRecptLine,"/**
     * 新增物料入库单行
     * 
     * @param wmItemRecptLine 物料入库单行
     * @return 结果
     */"
WmItemRecptLineServiceImpl_updateWmItemRecptLine,"/**
     * 修改物料入库单行
     * 
     * @param wmItemRecptLine 物料入库单行
     * @return 结果
     */"
WmItemRecptLineServiceImpl_deleteWmItemRecptLineByLineIds,"/**
     * 批量删除物料入库单行
     * 
     * @param lineIds 需要删除的物料入库单行主键
     * @return 结果
     */"
WmItemRecptLineServiceImpl_deleteWmItemRecptLineByLineId,"/**
     * 删除物料入库单行信息
     * 
     * @param lineId 物料入库单行主键
     * @return 结果
     */"
WmRtVendorLineServiceImpl_selectWmRtVendorLineByLineId,"/**
     * 查询供应商退货行
     * 
     * @param lineId 供应商退货行主键
     * @return 供应商退货行
     */"
WmRtVendorLineServiceImpl_selectWmRtVendorLineList,"/**
     * 查询供应商退货行列表
     * 
     * @param wmRtVendorLine 供应商退货行
     * @return 供应商退货行
     */"
WmRtVendorLineServiceImpl_insertWmRtVendorLine,"/**
     * 新增供应商退货行
     * 
     * @param wmRtVendorLine 供应商退货行
     * @return 结果
     */"
WmRtVendorLineServiceImpl_updateWmRtVendorLine,"/**
     * 修改供应商退货行
     * 
     * @param wmRtVendorLine 供应商退货行
     * @return 结果
     */"
WmRtVendorLineServiceImpl_deleteWmRtVendorLineByLineIds,"/**
     * 批量删除供应商退货行
     * 
     * @param lineIds 需要删除的供应商退货行主键
     * @return 结果
     */"
WmRtVendorLineServiceImpl_deleteWmRtVendorLineByLineId,"/**
     * 删除供应商退货行信息
     * 
     * @param lineId 供应商退货行主键
     * @return 结果
     */"
WmProductRecptLineServiceImpl_selectWmProductRecptLineByLineId,"/**
     * 查询产品入库记录行
     * 
     * @param lineId 产品入库记录行主键
     * @return 产品入库记录行
     */"
WmProductRecptLineServiceImpl_selectWmProductRecptLineList,"/**
     * 查询产品入库记录行列表
     * 
     * @param wmProductRecptLine 产品入库记录行
     * @return 产品入库记录行
     */"
WmProductRecptLineServiceImpl_insertWmProductRecptLine,"/**
     * 新增产品入库记录行
     * 
     * @param wmProductRecptLine 产品入库记录行
     * @return 结果
     */"
WmProductRecptLineServiceImpl_updateWmProductRecptLine,"/**
     * 修改产品入库记录行
     * 
     * @param wmProductRecptLine 产品入库记录行
     * @return 结果
     */"
WmProductRecptLineServiceImpl_deleteWmProductRecptLineByLineIds,"/**
     * 批量删除产品入库记录行
     * 
     * @param lineIds 需要删除的产品入库记录行主键
     * @return 结果
     */"
WmProductRecptLineServiceImpl_deleteWmProductRecptLineByLineId,"/**
     * 删除产品入库记录行信息
     * 
     * @param lineId 产品入库记录行主键
     * @return 结果
     */"
WmProductProduceServiceImpl_selectWmProductProduceByRecordId,"/**
     * 查询产品产出记录
     * 
     * @param recordId 产品产出记录主键
     * @return 产品产出记录
     */"
WmProductProduceServiceImpl_selectWmProductProduceList,"/**
     * 查询产品产出记录列表
     * 
     * @param wmProductProduce 产品产出记录
     * @return 产品产出记录
     */"
WmProductProduceServiceImpl_insertWmProductProduce,"/**
     * 新增产品产出记录
     * 
     * @param wmProductProduce 产品产出记录
     * @return 结果
     */"
WmProductProduceServiceImpl_updateWmProductProduce,"/**
     * 修改产品产出记录
     * 
     * @param wmProductProduce 产品产出记录
     * @return 结果
     */"
WmProductProduceServiceImpl_deleteWmProductProduceByRecordIds,"/**
     * 批量删除产品产出记录
     * 
     * @param recordIds 需要删除的产品产出记录主键
     * @return 结果
     */"
WmProductProduceServiceImpl_deleteWmProductProduceByRecordId,"/**
     * 删除产品产出记录信息
     * 
     * @param recordId 产品产出记录主键
     * @return 结果
     */"
WmProductProduceServiceImpl_generateProductProduce,"/**
     * 根据报工单生成
     * @param feedback
     * @return
     */"
WmTransferServiceImpl_selectWmTransferByTransferId,"/**
     * 查询转移单
     * 
     * @param transferId 转移单主键
     * @return 转移单
     */"
WmTransferServiceImpl_selectWmTransferList,"/**
     * 查询转移单列表
     * 
     * @param wmTransfer 转移单
     * @return 转移单
     */"
WmTransferServiceImpl_insertWmTransfer,"/**
     * 新增转移单
     * 
     * @param wmTransfer 转移单
     * @return 结果
     */"
WmTransferServiceImpl_updateWmTransfer,"/**
     * 修改转移单
     * 
     * @param wmTransfer 转移单
     * @return 结果
     */"
WmTransferServiceImpl_deleteWmTransferByTransferIds,"/**
     * 批量删除转移单
     * 
     * @param transferIds 需要删除的转移单主键
     * @return 结果
     */"
WmTransferServiceImpl_deleteWmTransferByTransferId,"/**
     * 删除转移单信息
     * 
     * @param transferId 转移单主键
     * @return 结果
     */"
WmStorageLocationServiceImpl_selectWmStorageLocationByLocationId,"/**
     * 查询库区设置
     * 
     * @param locationId 库区设置主键
     * @return 库区设置
     */"
WmStorageLocationServiceImpl_selectWmStorageLocationList,"/**
     * 查询库区设置列表
     * 
     * @param wmStorageLocation 库区设置
     * @return 库区设置
     */"
WmStorageLocationServiceImpl_insertWmStorageLocation,"/**
     * 新增库区设置
     * 
     * @param wmStorageLocation 库区设置
     * @return 结果
     */"
WmStorageLocationServiceImpl_updateWmStorageLocation,"/**
     * 修改库区设置
     * 
     * @param wmStorageLocation 库区设置
     * @return 结果
     */"
WmStorageLocationServiceImpl_deleteWmStorageLocationByLocationIds,"/**
     * 批量删除库区设置
     * 
     * @param locationIds 需要删除的库区设置主键
     * @return 结果
     */"
WmStorageLocationServiceImpl_deleteWmStorageLocationByLocationId,"/**
     * 删除库区设置信息
     * 
     * @param locationId 库区设置主键
     * @return 结果
     */"
WmProductSalseServiceImpl_selectWmProductSalseBySalseId,"/**
     * 查询销售出库单
     * 
     * @param salseId 销售出库单主键
     * @return 销售出库单
     */"
WmProductSalseServiceImpl_selectWmProductSalseList,"/**
     * 查询销售出库单列表
     * 
     * @param wmProductSalse 销售出库单
     * @return 销售出库单
     */"
WmProductSalseServiceImpl_insertWmProductSalse,"/**
     * 新增销售出库单
     * 
     * @param wmProductSalse 销售出库单
     * @return 结果
     */"
WmProductSalseServiceImpl_updateWmProductSalse,"/**
     * 修改销售出库单
     * 
     * @param wmProductSalse 销售出库单
     * @return 结果
     */"
WmProductSalseServiceImpl_deleteWmProductSalseBySalseIds,"/**
     * 批量删除销售出库单
     * 
     * @param salseIds 需要删除的销售出库单主键
     * @return 结果
     */"
WmProductSalseServiceImpl_deleteWmProductSalseBySalseId,"/**
     * 删除销售出库单信息
     * 
     * @param salseId 销售出库单主键
     * @return 结果
     */"
WmItemConsumeServiceImpl_selectWmItemConsumeByRecordId,"/**
     * 查询物料消耗记录
     * 
     * @param recordId 物料消耗记录主键
     * @return 物料消耗记录
     */"
WmItemConsumeServiceImpl_selectWmItemConsumeList,"/**
     * 查询物料消耗记录列表
     * 
     * @param wmItemConsume 物料消耗记录
     * @return 物料消耗记录
     */"
WmItemConsumeServiceImpl_insertWmItemConsume,"/**
     * 新增物料消耗记录
     * 
     * @param wmItemConsume 物料消耗记录
     * @return 结果
     */"
